layer	latent	clinical_exp	model
20	526	"""The model is activated by the words \""which\"", \""when\"", and \""where\"", indicating that the pattern of interest is related to these specific words, particularly in contexts where they introduce a clause or phrase providing additional information."""	9B
20	527	"""Numerical values, particularly those that appear to be measurements or test results."""	9B
20	528	"""Medical conditions or diseases, often with a focus on specific types of disorders or syndromes."""	9B
20	530	"""Emergency medical settings or situations."""	9B
20	531	"""Medical terms related to respiratory or cardiovascular conditions, or descriptions of blockages or obstructions in the body."""	9B
20	536	"""The token \""also\"" is consistently activated when it is used to introduce additional information or a secondary point in a medical narrative."""	9B
20	539	"""Geographic locations or places of medical treatment, particularly the United States or hospitals."""	9B
20	545	"""Periods (.) and the letter \""A\"" are highly activated, suggesting that the model is recognizing sentence or phrase terminators."""	9B
20	547	"""The activation patterns are associated with the occurrence or frequency of medical events, symptoms, or conditions."""	9B
20	548	"""Medication names."""	9B
20	549	"""Possessive pronouns or nouns."""	9B
20	550	"""Medical terms or conditions, particularly those related to diseases or medications."""	9B
20	551	"""Punctuation marks and numbers, particularly when used in medical notation, dosage, or as part of a list or label."""	9B
20	552	"""Medical conditions, particularly those related to the cardiovascular system, and descriptive phrases indicating severity or secondary effects."""	9B
20	553	"""Medical terms, measurements, or locations, particularly those related to hospital settings or medical records."""	9B
20	554	"""Changes to a patient's treatment plan, including medications, condition, or symptoms."""	9B
20	555	"""Measurements in centimeters."""	9B
20	556	"""Medical record sections or subsections, particularly those related to patient history, examination, and diagnoses."""	9B
20	558	"""Descriptions of the aortic valve and its condition."""	9B
20	559	"""Successful or managed actions or events, often indicating a positive outcome despite challenging circumstances."""	9B
20	56	"""Punctuation marks, particularly colons and commas, often used to separate items or indicate time, and sometimes the tokens immediately surrounding them."""	9B
20	561	"""Medical terms or phrases related to diagnoses, procedures, or medical devices, particularly those involving anatomical structures or interventions."""	9B
20	562	"""The verb \""to be\"" in the present tense, often linking a body part to a descriptive state or condition, particularly in medical contexts."""	9B
20	564	"""The pronoun \""we\"" is consistently activated, indicating that the pattern of interest is the use of the first-person plural pronoun, often denoting a medical team or healthcare professionals."""	9B
20	565	"""The activation patterns are associated with the concept of \""pack\"" in the context of smoking history or wound care, indicating that the model is sensitive to the idea of a \""pack\"" of cigarettes or packing a wound."""	9B
20	566	"""Anxiety-related terms or phrases, with activation levels decreasing as the terms become less directly related to anxiety or are part of a larger phrase."""	9B
20	568	"""The presence of a substance or material within a body part or space, often indicating a medical condition or diagnostic finding."""	9B
20	569	"""The model is activated by tokens that are part of a medical or clinical context, particularly when they are part of a specific medical term, instruction, or label, often denoted by a colon or appearing in a specific format."""	9B
20	570	"""The pronoun \""these\"" is consistently activated when referring to previously mentioned or upcoming symptoms, test results, or medical findings that are relevant to the patient's condition or treatment."""	9B
20	572	"""Medical terms or phrases that are clinically significant or relevant to the patient's condition or treatment."""	9B
20	574	"""Laboratory values, food items, or units of measurement, particularly those related to diet or nutrition."""	9B
20	576	"""The term \""product\"" refers to a baby or infant, often in the context of birth or gestation."""	9B
